Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Label
118952108,680,1897,87104,2282317,1057,0,128.0941176,249.0519283,1420,0,1203.119135,406.0604385,19919.11736,21.66418102,46177.06056,538318.0619,9969309,0,118951981,175187.0118,1038363.515,9969309,15,118951950,62738.37025,627539.59,10008025,0,1,0,0,0,13600,37940,5.716586376,15.94759464,0,1420,919.3033359,601.825626,362194.0841,0,0,0,896,2577,0,0,0,2,919.6600698,128.0941176,1203.119135,0,0,0,0,312,134741,0,33,0,885,65535,65535,149,20,0,0,0,0,Tor
113762777,699,2036,88190,2477557,1057,0,126.1659514,247.4421375,1420,0,1216.874754,397.8681501,22553.48426,24.0412556,41610.3793,550070.0974,10008157,-1,113762777,162983.9212,1080213.002,10008550,26,113724078,55884.06781,637341.3992,10008688,0,1,0,0,0,13980,40720,6.144364778,17.89689083,0,1420,937.9714912,599.8374557,359804.9732,0,0,0,903,2735,0,0,0,2,938.3144424,126.1659514,1216.874754,0,0,0,0,337,127597,0,32,0,905,65535,65535,151,20,0,0,0,0,Tor
869613,2,2,543,543,543,0,271.5,383.9589822,543,0,271.5,383.9589822,1248.831377,4.599747244,289871,501815.8312,869318,52,869613,869613,0,869613,869613,869318,869318,0,869318,869318,1,0,0,0,40,40,2.299873622,2.299873622,0,543,325.8,297.4133487,88454.7,0,0,0,2,4,0,0,0,1,407.25,271.5,271.5,0,0,0,0,0,0,0,135,0,135,41811,65535,0,20,0,0,0,0,Tor
119215220,590,1789,91419,2145096,1460,0,154.9474576,265.4105171,1420,0,1199.047513,419.5041676,18760.31433,19.95550568,50132.55677,582893.8767,10004186,-1,119215220,202402.7504,1158898.544,10004186,29,119178254,66654.50447,672460.0835,10023199,3,1,0,0,0,11800,35780,4.949032515,15.00647317,0,1460,939.9403361,594.20654,353081.4122,0,0,0,794,2379,0,0,0,3,940.3354351,154.9474576,1199.047513,0,0,0,0,222,124327,0,38,0,901,65535,65535,159,20,0,0,0,0,Tor
412241,2,2,565,565,565,0,282.5,399.5153314,565,0,282.5,399.5153314,2741.115027,9.703062044,137413.6667,206946.0503,375477,464,412241,412241,0,412241,412241,375477,375477,0,375477,375477,1,0,0,0,40,40,4.851531022,4.851531022,0,565,339,309.463245,95767.5,0,0,0,2,4,0,0,0,1,423.75,282.5,282.5,0,0,0,0,0,0,0,141,0,141,65535,65535,0,20,0,0,0,0,Tor
934932,2,2,543,543,543,0,271.5,383.9589822,543,0,271.5,383.9589822,1161.581805,4.278386022,311644,539492.2647,934596,79,934932,934932,0,934932,934932,934596,934596,0,934596,934596,1,0,0,0,40,40,2.139193011,2.139193011,0,543,325.8,297.4133487,88454.7,0,0,0,2,4,0,0,0,1,407.25,271.5,271.5,0,0,0,0,0,0,0,135,0,135,41180,65535,0,20,0,0,0,0,Tor
22881237,3,4,1086,543,543,0,362,313.5011962,543,0,135.75,271.5,71.19370338,0.305927516,3813539.5,8465126.959,21069148,151,21999328,10999664,14240400.84,21069148,930180,22880981,7626993.667,11641828.23,21069790,881418,1,0,0,0,60,80,0.131111793,0.174815724,0,543,271.5,290.2457087,84242.57143,1,0,0,3,7,0,0,0,1,310.2857143,362,135.75,0,0,0,0,0,0,0,155,0,77,41180,65535,1,20,0,0,0,0,Tor
30998894,3,3,1086,543,543,0,362,313.5011962,543,0,181,313.5011962,52.55026195,0.193555293,6199778.8,9298959.123,20866630,51,30998738,15499369,7590942.617,20866976,10131762,30998599,15499299.5,7590551.587,20866630,10131969,1,0,0,0,60,60,0.096777646,0.096777646,0,543,310.2857143,290.2457087,84242.57143,0,0,0,3,6,0,0,0,1,362,362,181,0,0,0,0,0,0,0,181,0,90,41811,65535,1,20,0,0,0,0,Tor
158,2,0,0,0,0,0,0,0,0,0,0,0,0,12658.22785,158,0,158,158,158,158,0,158,158,0,0,0,0,0,0,0,0,0,40,0,12658.22785,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65535,0,0,20,0,0,0,0,Tor
118609810,619,1984,91448,2408679,1057,0,147.7350565,261.0734207,1420,0,1214.051915,401.9444178,21078.58532,21.94590818,45584.09301,586169.2725,10349802,0,118609578,191924.8835,1191868.298,10350035,34,118393302,59704.13616,671284.568,10350062,2,1,0,0,0,12380,39680,5.218792611,16.72711557,0,1420,960.3187404,587.7219222,345417.0578,0,0,0,859,2603,0,0,0,3,960.6876681,147.7350565,1214.051915,0,0,0,0,328,143767,0,35,0,925,65535,65535,157,20,0,0,0,0,Tor
119947548,595,1848,84621,2221327,1057,0,142.2201681,244.619832,1420,0,1202.016775,413.1125692,19224.63642,20.36723585,49118.57002,583067.475,10051139,-23,119947548,201931.899,1169976.52,10051306,33,111279620,60248.84678,639667.578,10051296,1,1,0,0,0,11900,36960,4.960501569,15.40673428,0,1420,943.7360884,592.0887124,350569.0433,0,0,0,825,2443,0,0,0,3,944.1223905,142.2201681,1202.016775,0,0,0,0,262,124715,0,34,0,909,65535,65535,152,20,0,0,0,0,Tor
22000205,3,3,1130,565,565,0,376.6666667,326.2029021,565,0,188.3333333,326.2029021,77.04473663,0.272724731,4400041,9650139.459,21660747,124,21999938,10999969,15076616.83,21660747,339191,21999678,10999839,15077353.64,21661138,338540,1,0,0,0,60,60,0.136362366,0.136362366,0,565,322.8571429,302.0052034,91207.14286,0,0,0,3,6,0,0,0,1,376.6666667,376.6666667,188.3333333,0,0,0,0,0,0,0,188,0,94,65535,65535,1,20,0,0,0,0,Tor
716,2,0,0,0,0,0,0,0,0,0,0,0,0,2793.296089,716,0,716,716,716,716,0,716,716,0,0,0,0,0,0,0,0,0,40,0,2793.296089,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65535,0,0,20,0,0,0,0,Tor
119042413,597,1967,90109,2396294,1057,0,150.9363484,245.3314481,1420,0,1218.248094,405.3500057,20886.69859,21.5385419,46446.51307,598654.9578,10040515,0,119042413,199735.5923,1230266.145,10040515,0,119005989,60532.03917,683553.6601,10040918,0,1,0,0,0,11940,39340,5.015019311,16.52352259,0,1420,969.7699805,586.0564738,343462.1904,0,0,0,828,2564,0,0,0,3,970.1482059,150.9363484,1218.248094,0,0,0,0,325,211197,0,35,0,934,65535,65535,164,20,0,0,0,0,Tor
117776521,617,1900,89421,2288128,1057,0,144.9286872,251.1522888,1420,0,1204.277895,410.5578766,20186.9522,21.37098276,46811.01789,543515.5438,10006963,-5,117776017,191194.8328,1086615.108,10007201,31,117776358,62020.19905,625822.7679,10007548,0,1,0,0,0,12340,38000,5.238735147,16.13224762,0,1420,944.4368546,591.8885176,350332.0173,0,0,0,870,2517,0,0,0,3,944.8120779,144.9286872,1204.277895,0,0,0,0,313,139417,0,35,0,909,65535,65535,158,20,0,0,0,0,Tor
119604711,778,2305,103365,2811336,1057,0,132.8598972,250.902381,1420,0,1219.668547,393.9708942,24369.4498,25.77657664,38807.4987,496946.3526,10006630,-22,119604286,153930.87,981613.1784,10007184,24,119604520,51911.68403,575230.3022,10008618,3,1,0,0,0,15560,46100,6.504760502,19.27181614,0,1420,945.2801556,595.6182074,354761.049,0,0,0,1066,3083,0,0,0,2,945.5867661,132.8598972,1219.668547,0,0,0,0,327,172430,0,33,0,911,65535,65535,178,20,0,0,0,0,Tor
119884448,655,2032,98644,2448663,1057,0,150.6015267,282.7621649,1420,0,1205.050689,407.5410959,21248.01876,22.41324913,44633.07818,506732.8057,10439020,1,119884329,183309.3716,1015326.467,10439482,32,119884292,59027.22403,583151.8914,10439293,3,1,0,0,0,13100,40640,5.463594411,16.94965472,0,1420,947.8608631,591.6315673,350027.9114,0,0,0,908,2687,0,0,0,3,948.2136211,150.6015267,1205.050689,0,0,0,0,201,117394,0,36,0,911,65535,65535,157,20,0,0,0,0,Tor
117197281,574,1974,86863,2437003,1338,0,151.3292683,296.2763343,1420,0,1234.550659,377.9954883,21535.19244,21.74111872,46013.85198,605935.9225,10677150,-2,117197281,204532.7766,1265990.119,10678149,47,117196762,59400.28485,688109.4643,10677291,1,1,0,0,0,11480,39480,4.897724547,16.84339417,0,1420,990.6645743,578.9714471,335207.9365,0,0,0,839,2548,0,0,0,3,991.0533752,151.3292683,1234.550659,0,0,0,0,328,139840,0,34,0,956,65535,65535,131,20,0,0,0,0,Tor
110129181,631,1791,83448,2165330,1057,0,132.2472266,244.0930262,1420,0,1209.006142,406.8462731,20419.45631,21.9923546,45489.12887,555866.3687,11092542,-42,110128877,174807.7413,1080294.38,11093052,33,110128922,61524.53743,646045.6926,11092688,3,1,0,0,0,12620,35820,5.729634909,16.26271969,0,1420,928.3206768,601.0453115,361255.4665,0,0,0,792,2422,0,0,0,2,928.7039637,132.2472266,1209.006142,0,0,0,0,297,98472,0,34,0,894,65535,65535,147,20,0,0,0,0,Tor
116275356,504,1607,74897,1969232,1057,0,148.6051587,283.4218292,1420,0,1225.408836,389.623304,17580.07088,18.15517985,55106.80379,681001.026,11231939,-100,116275064,231163.1491,1381260.758,11232477,19,116275222,72400.51183,780337.9689,11232176,3,1,0,0,0,10080,32140,4.334538438,13.82064141,0,1420,968.1212121,587.753911,345454.6599,0,0,0,699,2111,0,0,0,3,968.57982,148.6051587,1225.408836,0,0,0,0,319,158320,0,35,0,932,65535,65535,118,20,0,0,0,0,Tor
116148419,760,2009,91622,2423949,1057,0,120.5552632,233.6109444,1420,0,1206.545047,409.6089381,21658.24573,23.84018675,41961.13403,579053.8199,14155164,-1,116148022,153027.697,1098729.127,14155628,26,116147942,57842.6006,679555.4124,14155405,0,1,0,0,0,15200,40180,6.543352088,17.29683466,0,1420,908.3444043,609.5332902,371530.8319,0,0,0,944,2769,0,0,0,2,908.6724449,120.5552632,1206.545047,0,0,0,0,333,147484,0,33,0,875,65535,65535,163,20,0,0,0,0,Tor
116534211,1076,2279,107941,2737643,1057,0,100.3169145,215.57246,1420,0,1201.247477,407.580079,24418.4431,28.78982894,34744.84526,530358.0052,20355650,-26,116534211,108403.9172,932944.1169,20355793,18,116533787,51156.18393,643414.9851,20355748,0,1,0,0,0,21520,45580,9.23334007,19.55648887,0,1420,848.0712157,625.9117201,391765.4814,0,0,0,1258,3355,0,0,0,2,848.323994,100.3169145,1201.247477,0,0,0,0,322,159732,0,32,0,815,65535,65535,194,20,0,0,0,0,Tor
98581754,584,1333,55929,1615621,543,0,95.76883562,207.1334693,1420,0,1212.018755,393.6959587,16955.97747,19.44578913,51451.85491,1013141.258,26571142,-28,98581754,169093.9177,1832367.427,26571142,21,98581256,74009.95195,1214692.833,26571657,3,1,0,0,0,11680,26660,5.924017136,13.52177199,0,1420,871.7898853,620.2834899,384751.6079,0,0,0,709,1917,0,0,0,2,872.2446531,95.76883562,1212.018755,0,0,0,0,441,199884,0,29,0,842,65535,65535,102,20,0,0,0,0,Tor
119831802,787,2146,96082,2594960,1057,0,122.0864041,228.3515384,1420,0,1209.207829,404.9597783,22456.82661,24.47597341,40870.3281,711170.2694,24052317,-20,119831648,152457.5674,1368086.808,24052317,20,119831437,55865.47179,831877.3322,24052933,3,1,0,0,0,15740,42920,6.567538724,17.90843469,0,1420,917.3773006,604.9633846,365980.6967,0,0,0,996,2933,0,0,0,2,917.6900784,122.0864041,1209.207829,0,0,0,0,304,165849,0,32,0,884,65535,65535,175,20,0,0,0,0,Tor
98691777,752,1624,71647,1974011,1057,0,95.27526596,208.4162332,1420,0,1215.524015,398.6966559,20727.74513,24.07495409,41554.43242,733183.2502,23041824,-3,98691777,131413.8176,1299960.569,23041824,23,79847424,49197.42699,755163.8057,23078904,3,1,0,0,0,15040,32480,7.619682438,16.45527165,0,1420,860.8334034,627.5629498,393835.2559,0,0,0,837,2376,0,0,0,2,861.1957071,95.27526596,1215.524015,0,0,0,0,402,238415,0,30,0,830,65535,65535,130,20,0,0,0,0,Tor
118869009,622,1366,74673,1630371,1460,0,120.0530547,243.0239952,1420,0,1193.536603,418.8896886,14343.89009,16.72429186,59823.35632,792830.2096,23283999,0,118868902,191415.3011,1410090.531,23283999,34,118868256,87082.97143,955808.8526,23284210,3,1,0,0,0,12440,27320,5.232650674,11.49164119,0,1460,857.5098039,621.8687085,386720.6907,0,0,0,782,1988,0,0,0,2,857.9411469,120.0530547,1193.536603,0,0,0,0,444,314349,0,37,0,820,65535,65535,129,20,0,0,0,0,Tor
114652143,63,62,33890,7486,1460,0,537.9365079,309.9635709,1057,0,120.7419355,295.712972,360.8829187,1.090254371,924614.0565,1750069.518,13956768,44,114652143,1849228.113,2107195.682,13956822,50,114651926,1879539.77,2111381.53,13956865,1840,1,0,0,0,1260,1240,0.549488203,0.540766168,0,1460,332.6904762,366.3261381,134194.8394,0,0,0,62,125,0,0,0,0,335.352,537.9365079,120.7419355,0,0,0,0,6,1090,0,271,0,59,65535,65535,54,20,0,0,0,0,Tor
115480227,1024,2065,123697,2455614,1460,0,120.7978516,282.6253529,1420,0,1189.159322,422.2297658,22335.52069,26.74916806,37396.44657,658848.49,23716850,0,115480227,112883.8974,1141401.421,23716850,19,115351295,55887.25533,805504.1323,23717147,0,0,0,0,0,20492,41304,8.867318905,17.88184916,0,1460,834.728479,631.4602713,398742.0742,0,2,0,1014,3088,0,0,0,2,834.9987051,120.7978516,1189.159322,0,0,0,0,341,129777,0,40,0,794,14600,65535,182,20,0,0,0,0,Tor
117437391,17,16,3714,8572,1460,0,218.4705882,402.7539754,1057,0,535.75,386.0344544,104.6174468,0.281000793,3669918.469,4815022.887,12087896,38,117437391,7339836.938,4379946.193,12087953,90,117436792,7829119.467,4055831.398,12087945,189078,1,0,0,0,340,320,0.144757984,0.136242809,0,1460,377.3235294,415.1934723,172385.6194,0,0,0,16,33,0,0,0,0,388.7575758,218.4705882,535.75,0,0,0,0,0,0,0,112,0,259,65535,65535,4,20,0,0,0,0,Tor
19058842,5,1,1600,543,1057,0,320,474.3674736,543,543,543,0,112.4412491,0.31481451,3811768.4,7219630.01,16583634,95,19058842,4764710.5,7965204.351,16583730,95,0,0,0,0,0,1,0,0,0,100,20,0.262345425,0.052469085,0,1057,457.1428571,476.3295178,226889.8095,1,0,0,3,6,0,0,0,0,533.3333333,320,543,0,0,0,0,0,0,0,266,0,90,65535,65535,1,20,0,0,0,0,Tor
113979968,939,1829,109251,2132317,1057,0,116.3482428,241.6220972,1420,0,1165.837616,452.1068917,19666.33295,24.28496909,41192.61583,426195.6013,10008277,-1,113979528,121513.3561,726017.5775,10008277,22,113979699,62352.13293,524187.6575,10008959,3,1,0,0,0,18780,36580,8.238289732,16.04667936,0,1420,809.718671,633.7874198,401686.4934,0,0,0,737,2768,0,0,0,1,810.0111994,116.3482428,1165.837616,0,0,0,0,181,70701,0,39,0,770,65535,65535,186,20,0,0,0,0,Tor
117088722,918,2024,88509,2471960,543,0,96.41503268,207.6161337,1420,0,1221.324111,397.5004039,21867.76793,25.12624572,39812.55423,562229.5447,10007038,-1,117088446,127686.4188,1001737.261,10007038,23,117088596,57878.69303,678083.2147,10027029,1,1,0,0,0,18360,40480,7.840208556,17.28603716,0,1420,870.2045532,627.5085822,393767.0207,0,0,0,803,2942,0,0,0,2,870.5003399,96.41503268,1221.324111,0,0,0,0,335,198694,0,30,0,840,65535,65535,162,20,0,0,0,0,Tor
1358914,13,19,4169,5023,1057,0,320.6923077,332.4325457,1420,0,264.3684211,389.9230993,6764.224962,23.54821571,43835.93548,68740.74106,183239,30,1358794,113232.8333,68732.67841,185135,489,1229637,68313.16667,76937.50145,183239,110,0,0,0,0,272,384,9.566462631,13.98175308,0,1420,278.5454545,360.8737739,130229.8807,0,2,0,17,31,0,0,0,1,287.25,320.6923077,264.3684211,0,0,0,0,18,7479,0,130,0,156,14600,65535,9,20,0,0,0,0,Tor
483,2,0,0,0,0,0,0,0,0,0,0,0,0,4140.786749,483,0,483,483,483,483,0,483,483,0,0,0,0,0,0,0,0,0,40,0,4140.786749,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65535,0,0,20,0,0,0,0,Tor
115426365,1108,2185,98188,2685198,1057,0,88.61732852,226.052655,1420,0,1228.92357,385.3966311,24113.95351,28.52901068,35062.68682,453505.0742,10008122,-1,115426365,104269.5257,777761.2815,10008593,19,115425750,52850.61813,556316.1107,10008934,3,1,0,0,0,22160,43700,9.599193391,18.92981729,0,1420,845.1514876,637.1950222,406017.4963,0,0,0,875,3293,0,0,0,1,845.4081385,88.61732852,1228.92357,0,0,0,0,310,129421,0,29,0,815,65535,65535,159,20,0,0,0,0,Tor
118649517,875,1826,87821,2207469,1057,0,100.3668571,218.1390379,1420,0,1208.909639,411.0712408,19345.12721,22.76452588,43944.26556,528233.2573,10010102,-1,118649308,135754.357,922242.2405,10010102,20,118649171,65013.24438,642293.5608,10011002,3,1,0,0,0,17500,36520,7.374661289,15.38986459,0,1420,849.6791266,631.4581249,398739.3635,0,0,0,758,2701,0,0,0,2,849.993706,100.3668571,1208.909639,0,0,0,0,258,149234,0,32,0,817,65535,65535,156,20,0,0,0,0,Tor
116057783,1116,2238,99137,2738064,1460,0,88.83243728,210.8608571,1420,0,1223.442359,391.972857,24446.45182,28.89939747,34613.11751,708196.334,22228637,-1,116057687,104087.6117,1225553.946,22228637,19,116057356,51880.80286,866705.8978,22229146,0,1,0,0,0,22320,44760,9.615899694,19.28349777,0,1460,845.8253353,634.9029693,403101.7805,0,0,0,983,3354,0,0,0,2,846.0775194,88.83243728,1223.442359,0,0,0,0,371,196150,0,29,0,816,65535,65535,175,20,0,0,0,0,Tor
111719872,793,1645,74731,2013766,1057,0,94.23833544,217.1308953,1420,0,1224.17386,398.2437725,18694.05114,21.82243818,45843.19737,739069.3505,22849340,1,111719872,141060.4444,1291923.008,22849340,20,111719318,67955.78954,900286.3801,22849580,3,1,0,0,0,15860,32900,7.098110531,14.72432765,0,1420,856.5149651,634.4362548,402509.3614,0,0,0,629,2438,0,0,0,2,856.8662838,94.23833544,1224.17386,0,0,0,0,271,186385,0,30,0,825,65535,65535,130,20,0,0,0,0,Tor
6121059,3,1,1057,0,1057,0,352.3333333,610.2592345,0,0,0,0,172.6825374,0.653481693,2040353,3533740.451,6120765,46,6121013,3060506.5,4327859.075,6120765,248,0,0,0,0,0,0,0,0,0,60,20,0.49011127,0.163370423,0,1057,211.4,472.7047704,223449.8,0,0,1,1,3,0,0,0,0,264.25,352.3333333,0,0,0,0,0,0,0,0,264,0,0,65535,0,1,20,0,0,0,0,Tor
433,1,1,0,0,0,0,0,0,0,0,0,0,0,4618.937644,433,0,433,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2309.468822,2309.468822,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41811,65535,0,20,0,0,0,0,Tor
11976520,147,346,15747,423044,543,0,107.122449,216.8226944,1420,0,1222.67052,394.0483324,36637.60425,41.16387732,24342.52033,453028.3513,10040062,3,11976369,82029.92466,830809.2262,10040226,24,11848495,34343.46377,540909.0327,10040213,3,1,0,0,0,2940,6920,12.27401616,28.88986116,0,1420,889.340081,619.0700394,383247.7137,0,0,0,153,493,0,0,0,2,891.1440162,107.122449,1222.67052,0,0,0,0,346,226351,0,31,0,858,65535,65535,28,20,0,0,0,0,Tor
111041774,703,1672,77844,2046644,1057,0,110.7311522,239.2090248,1420,0,1224.069378,396.3303046,19132.33123,21.38834706,46774.12553,642569.0669,12939844,0,111041345,158178.5541,1174824.009,12939844,21,98101451,58708.2292,697827.4178,10010153,3,1,0,0,0,14060,33440,6.330950729,15.05739633,0,1420,894.3733165,621.1106507,385778.4404,0,0,0,624,2375,0,0,0,2,894.7498947,110.7311522,1224.069378,0,0,0,0,333,205699,0,32,0,861,65535,65535,131,20,0,0,0,0,Tor
119814478,622,1460,74362,1740568,1057,0,119.5530547,227.1140078,1420,0,1192.169863,423.3217349,15147.83547,17.37686492,57575.43393,671260.1831,15059017,0,119814258,192937.6135,1218937.118,15059136,22,119814329,82120.85607,801047.8384,15059178,3,1,0,0,0,12440,29200,5.191359261,12.18550566,0,1420,871.5664906,618.0982732,382045.4753,0,0,0,748,2082,0,0,0,2,871.9851105,119.5530547,1192.169863,0,0,0,0,206,82424,0,35,0,836,65535,65535,135,20,0,0,0,0,Tor
119971744,563,1694,81102,2046450,1460,0,144.053286,263.6967699,1420,0,1208.057851,414.454824,17733.77571,18.81276311,53178.96454,678800.8225,15076725,-3,119971744,213472.8541,1348466.686,15077385,21,119971259,70863.11813,783248.1573,15077091,3,1,0,0,0,11260,33880,4.692771658,14.11999145,0,1460,942.4689991,598.4897772,358190.0134,0,0,0,709,2257,0,0,0,3,942.8865751,144.053286,1208.057851,0,0,0,0,280,98489,0,35,0,906,65535,65535,138,20,0,0,0,0,Tor
99315529,412,1131,59605,1359490,1460,0,144.6723301,276.415643,1420,0,1202.024757,411.0269109,14288.75237,15.53634175,64406.95785,753088.9111,15713583,1,99314953,241642.2214,1445419.677,15713996,25,99314631,87889.05398,879159.9125,15713583,3,1,0,0,0,8240,22620,4.148394558,11.3879472,0,1460,919.9695596,602.493945,362998.9537,0,0,0,543,1543,0,0,0,2,920.5657809,144.6723301,1202.024757,0,0,0,0,223,112762,0,38,0,881,65535,65535,97,20,0,0,0,0,Tor
131877,2,2,543,543,543,0,271.5,383.9589822,543,0,271.5,383.9589822,8234.9462,30.33129355,43959,75720.28871,131393,58,131877,131877,0,131877,131877,131393,131393,0,131393,131393,1,0,0,0,40,40,15.16564678,15.16564678,0,543,325.8,297.4133487,88454.7,0,0,0,2,4,0,0,0,1,407.25,271.5,271.5,0,0,0,0,0,0,0,135,0,135,65535,34752,0,20,0,0,0,0,Tor
119998730,997,2220,105305,2681659,1460,0,105.6218656,238.9915906,1420,0,1207.954505,399.279973,23224.9458,26.80861706,37313.03794,477757.7865,10008296,-24,119994264,120476.1687,853066.9812,10008296,42,119998583,54077.77512,575234.352,10009260,3,1,0,0,0,19940,44400,8.308421264,18.50019579,0,1460,866.2234307,622.5447946,387562.0212,0,0,0,1201,3217,0,0,0,2,866.4926951,105.6218656,1207.954505,0,0,0,0,315,118154,0,32,0,833,65535,65535,176,20,0,0,0,0,Tor
119594327,831,2078,108246,2489662,1460,0,130.2599278,242.5853815,1420,0,1198.104909,424.5300923,21722.66917,24.32389623,41125.97215,471004.4458,11675518,-1,119594109,144089.288,873755.6724,11675518,21,119594073,57580.19884,556927.8648,11675796,3,0,0,0,0,16620,41560,6.948490124,17.37540611,0,1460,893.2398625,615.0238721,378254.3632,0,0,0,979,2909,0,0,0,2,893.5469233,130.2599278,1198.104909,0,0,0,0,187,110437,0,37,0,855,65535,65535,193,20,0,0,0,0,Tor
4130751,3,3,543,1086,543,0,181,313.5011962,543,0,362,313.5011962,394.3592824,1.452520377,826150.2,1775624.55,4000908,53,4130751,2065375.5,2737703.203,4001224,129527,4130382,2065191,2737722.295,4001053,129329,1,0,0,0,60,60,0.726260189,0.726260189,0,543,310.2857143,290.2457087,84242.57143,0,0,0,3,6,0,0,0,1,362,181,362,0,0,0,0,0,0,0,90,0,181,65535,35838,0,20,0,0,0,0,Tor
563,1,1,0,0,0,0,0,0,0,0,0,0,0,3552.397869,563,0,563,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1776.198934,1776.198934,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65535,35838,0,20,0,0,0,0,Tor
107948684,653,1766,77077,2129205,1057,0,118.0352221,225.9889927,1420,0,1205.665345,404.5498959,20438.24823,22.40879565,44643.78991,600694.1914,18249684,-54,107948684,165565.4663,1148938.408,18249684,33,107948369,61160.54901,702991.1288,18249968,3,1,0,0,0,13060,35320,6.049170549,16.3596251,0,1420,911.911157,605.2793409,366363.0806,0,0,0,851,2419,0,0,0,2,912.2881356,118.0352221,1205.665345,0,0,0,0,291,132949,0,31,0,880,65535,65535,140,20,0,0,0,0,Tor
119957893,752,2136,94764,2601614,1057,0,126.0159574,243.1614835,1420,0,1217.984082,397.9158582,22477.70391,24.07511442,41551.05404,631949.2141,18254379,0,119957893,159730.8828,1232141.941,18254379,18,119917637,56167.51148,735330.6755,18255000,1,1,0,0,0,15040,42720,6.26886636,17.80624806,0,1420,933.5136726,601.7641297,362120.0678,0,0,0,938,2888,0,0,0,2,933.8369114,126.0159574,1217.984082,0,0,0,0,302,172167,0,32,0,900,65535,65535,165,20,0,0,0,0,Tor
108522415,785,2346,102265,2872794,1420,0,130.2738854,268.4325441,1420,0,1224.549872,388.1613828,27414.23511,28.8511825,34671.69808,423307.6277,10008532,-1,108522415,138421.4477,837820.4412,10008969,18,108522129,46278.09339,489026.9844,10010286,0,0,0,0,0,15700,46920,7.233528668,21.61765383,0,1420,950.3445083,596.5806038,355908.4169,0,0,0,1005,3131,0,0,0,2,950.6480358,130.2738854,1224.549872,0,0,0,0,291,138064,0,32,0,917,65535,65535,163,20,0,0,0,0,Tor
111844932,710,2088,87966,2553387,543,0,123.8957746,228.0317521,1420,0,1222.886494,395.8272252,23616.20641,25.01677948,39987.46228,690054.3162,18552145,0,111844932,157750.2567,1364614.837,18552145,19,111843712,53590.66219,799172.9288,18556048,0,1,0,0,0,14200,41760,6.348074851,18.66870463,0,1420,943.8713826,599.0051043,358807.115,0,0,0,948,2798,0,0,0,2,944.2087205,123.8957746,1222.886494,0,0,0,0,415,179980,0,31,0,912,65535,65535,161,20,0,0,0,0,Tor
118759945,727,2134,98138,2572187,1460,0,134.9903714,243.2618416,1420,0,1205.335989,407.584373,22485.0643,24.09061405,41524.45629,575756.4325,20717330,0,118759945,163581.1915,1134692.455,20717330,17,118759126,55677.03985,667340.3531,20757114,3,1,0,0,0,14540,42680,6.121592596,17.96902146,0,1460,933.2173305,596.7107999,356063.7787,0,0,0,997,2861,0,0,0,2,933.5435163,134.9903714,1205.335989,0,0,0,0,235,173960,0,34,0,899,65535,65535,176,20,0,0,0,0,Tor
